Lot;Pr_lot;Code;Name;Provider;Producer;Expire
03405051861509201505;1038G15/01 (5131);003925     ;Кутина МД (CUTINA MD, Париол ГМС, Моностеарат глицерина, RADIASUFR 7143, ГМС Масемул);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.07.2017
03405029050302201503;RP-299819-1607;014826     ;Микрокар РМ3 (Sharomix 824, Микрокер ПМ 3, Шаромикс);Ревада-Нева;THOR;01.07.2016
03405029160402201502;2624DNLC;006495     ;Каприлан МСТ 6040 (Париол ТМС 810Т, МЦТ 60/40, Палместер 3595, Масестер Е6000, Каприлик);Ревада-Нева;PT.Musim MAS.;31.03.2016
03405029280402201503;EC12915;018469     ;Диметикон (Белсил ADM 8301E);Ревада-Нева;Wacker Chemie AG;13.06.2015
03405030651802201501;78B665;004117     ;Изододекан;Ревада-Нева;LANXESS Distribution GmbH;16.12.2016
03405032260503201503;150057;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;VVF Limited;01.01.2018
03405034132703201505;64140;004546     ;Эмульгин В3 (цетеарет 30, цестопал 30М) в DE LUXE;Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.03.2017
03405034463103201501;26905;003687     ;ПЭГ-8 дистеарат (DS PEG-8, Неомин 8 ДС, Cithrol 4DS MBAL-SO-(MV));Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.03.2016
03405035380804201503;14001621/0;022495     ;Магнезия 22 (Magnesia 22, магнезия жженая марки В);Ревада-Нева;Magnesia Germany;13.09.2017
03405036682204201502;2014091501;001366     ;Д-пантенол (D-panthenol B5, Д-Пантенол 75%);Ревада-Нева;XINFA PHARMACEUTICAL CO., LTD;14.09.2016
03405036682204201508;26962;000769     ;Эмульгин В2 (EmulginВ-2, цестопал-20М, Гиноник ССА, Ginonic CSA);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.03.2017
03405037102704201501;2655680049;006322     ;Амидет АПА-22;Ревада-Нева;Kao Chemicals GmbH;20.10.2016
03405037362904201505;64256;005885     ;ПЭГ-100 стеарат (Серенина 100);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.03.2017
03405037740505201502;0234HNPC;003925     ;Кутина МД (CUTINA MD, Париол ГМС, Моностеарат глицерина, RADIASUFR 7143, ГМС Масемул);Ревада-Нева;PT. MUSIM MAS;06.08.2016
03405037740505201504;1032L14/01;005353     ;Париол  МТЛ (Метиллактат) ;Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.10.2016
03405037740505201508;26862;003807     ;Рицино Х 40М (Унитоп-ХЦО-40, UNITOP-HCO-40, ПЭГ-40) (НЕ ПРИНИМАТЬ!!!!);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.03.2017
03405037870505201501;30550028;003927     ;Еуперлан PK 4000 ( Еуперлан РК 4000, Акипосал 2010С);Ревада-Нева;Kao Chemicals GmbH;26.06.2016
03405038280805201508;C-044867-702;000451     ;Цетримониум хлорид (Dehyguart, MICROCARE, ТОРКВАТ, СТС 25, СТС 50, Arguad 16-29);Ревада-Нева;THOR;01.02.2017
03405038651405201512;20150125;002457     ;Краситель 24 DAPE(2,4 диамино-феноксиэтанол гидрохлорид) (CAS № 66422-95-5);Ревада-Нева;Xinyu Chemicals;24.01.2016
03405038981905201506;26920;003807     ;Рицино Х 40М (Унитоп-ХЦО-40, UNITOP-HCO-40, ПЭГ-40) (НЕ ПРИНИМАТЬ!!!!);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.03.2017
03405039312105201503;27046;005874     ;Лаукозол 103 (Texapon SB 3 KC, Сетацин 103, Setacin 103 Spezial NP, сульфосукцинат ANS-30);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.04.2016
03405029160402201501;26129;003687     ;ПЭГ-8 дистеарат (DS PEG-8, Неомин 8 ДС, Cithrol 4DS MBAL-SO-(MV));Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.10.2015
03405030651802201502;63427;001557     ;Лаурет-2 (DEHYDOL, Гифран, Неопал МА 1.8, Синтанол АЛМ-2, Арлипон F, Унитоп Хидол 2);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.12.2015
03405030882002201502;30532760;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;02.04.2016
03405030952002201501;29;001897     ;ПЭГ-400;Ревада-Нева;"ООО ""Завод синтанолов""";21.09.2015
03405031432602201505;26390;003807     ;Рицино Х 40М (Унитоп-ХЦО-40, UNITOP-HCO-40, ПЭГ-40) (НЕ ПРИНИМАТЬ!!!!);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.11.2016
03405031542702201503;30532851;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;10.04.2016
03405034463103201502;63427;001557     ;Лаурет-2 (DEHYDOL, Гифран, Неопал МА 1.8, Синтанол АЛМ-2, Арлипон F, Унитоп Хидол 2);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.12.2015
03405035380804201504;6021M14/01;005872     ;Масло авокадо (Париол 243 АВ/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.11.2015
03405036001504201502;2954;022498     ;Персульфат аммония (Ammonium Persulfate);Ревада-Нева;United Initiators GmbH@Co.KG;01.12.2015
03405036291704201501;Е15020643;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;Godrey Industries Ltd.;17.02.2017
03405036682204201505;6038A15/02;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.01.2016
03405037362904201506;248/2014;001533     ;Дехитон(BetadetХР-50К,Чегина К40,Альбет,Лаукозол Б45,Галакси CAPBPLUS, Кокоамидопропилбетаин);Ревада-Нева;Chemco;23.12.2015
03405038280805201507;1514G14;001411     ;УФ-фильтр (UV 3V sigma, Уфасорб С5, Увасорб, Бензофенон, Sunsafe B4);Ревада-Нева;3V Sigma;01.08.2016
03405038651405201513;201411729;000108     ;Изоаскорбат натрия (Sodium Erythorbate);Ревада-Нева;Foodchem International Corporation;08.11.2016
03405040282905201501;14001621/0;022495     ;Магнезия 22 (Magnesia 22, магнезия жженая марки В);Ревада-Нева;Magnesia Germany;13.09.2017
03405040282905201505;27368;024428     ;Сульфоэтоксилат натрия сухой (эмал 10P HD x, Эмал 10П ХД, Empicol);Ревада-Нева;Kao Chemicals GmbH;24.11.2015
03405041100506201504;5050010Н;024917     ;Глиоксиловая кислота;Ревада-Нева;Stan Chemical Co,. Ltd;10.05.2016
03405041621006201505;6021D15/01;005872     ;Масло авокадо (Париол 243 АВ/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.04.2016
03405044520807201501;5018D1952;002476     ;Стеариновая кислота (EDENOR, палмак 50-18, 1850, Эденор СТ 05 МУ БД, Пальмера А5518);Ревада-Нева;Acidchem International SDN.BHD;13.04.2017
03405045021307201502;7658297;002652     ;Лаурил сульфат аммония (Sulfetal LA, LAUCOSOL LA, EMPICOL 30/Т,Тенсопол АЛС 25, Степанол АЛС-25);Ревада-Нева;Stepan Europe France;01.04.2018
03405028452901201508;61986;001557     ;Лаурет-2 (DEHYDOL, Гифран, Неопал МА 1.8, Синтанол АЛМ-2, Арлипон F, Унитоп Хидол 2);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.09.2015
03405029050302201509;30530026;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;17.03.2016
03405029050302201511;30530026;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;17.03.2016
03405029160402201505;YYZZE6OL05;002359     ;Этоксидигликоль (Carbitol CG, Моноэтиловый эфир);Ревада-Нева;DOW CORNING;14.10.2016
03405029280402201501;50080;002652     ;Лаурил сульфат аммония (Sulfetal LA, LAUCOSOL LA, EMPICOL 30/Т,Тенсопол АЛС 25, Степанол АЛС-25);Ревада-Нева;TensaChem;01.01.2018
03405030651802201506;YYZZE6OL05;002359     ;Этоксидигликоль (Carbitol CG, Моноэтиловый эфир);Ревада-Нева;DOW CORNING;14.10.2016
03405030972002201501;26129;003687     ;ПЭГ-8 дистеарат (DS PEG-8, Неомин 8 ДС, Cithrol 4DS MBAL-SO-(MV));Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.10.2015
03405030992002201504;48859;003431     ;Тиогликолят аммония (Тиокер Н101, Thiocare H101);Ревада-Нева;Bruno Bock Chemische Fabrik GmbH&Co.;19.01.2016
03405031422602201501;5018DA1812;002476     ;Стеариновая кислота (EDENOR, палмак 50-18, 1850, Эденор СТ 05 МУ БД, Пальмера А5518);Ревада-Нева;Acidchem International SDN.BHD;21.09.2016
03405032260503201501;42/14-15;000051     ;Краситель резорцин  (Rodol RS, Chemibroxc RS, Резорцинол);Ревада-Нева;ATUL Ltd, India;27.06.2016
03405032461003201502;150057;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;VVF Limited;01.01.2018
03405034323003201505;6038A15/02;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.01.2016
03405035380804201501;2684DNLC;006495     ;Каприлан МСТ 6040 (Париол ТМС 810Т, МЦТ 60/40, Палместер 3595, Масестер Е6000, Каприлик);Ревада-Нева;PT.Musim MAS.;01.04.2016
03405035380804201508;C-044867-702;000451     ;Цетримониум хлорид (Dehyguart, MICROCARE, ТОРКВАТ, СТС 25, СТС 50, Arguad 16-29);Ревада-Нева;THOR;01.02.2017
03405036442004201504;26625;005874     ;Лаукозол 103 (Texapon SB 3 KC, Сетацин 103, Setacin 103 Spezial NP, сульфосукцинат ANS-30);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.03.2016
03405039332105201502;Е15020640;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;Godrey Industries Ltd.;14.02.2017
03405040590206201503;NK21401111202;004896     ;Цистеамин гидрохлорид (Cysteamine HCL 99%-JS, Цистамин ХСЛ);Ревада-Нева;Nutrakey Industries , Inc;02.12.2016
03405041100506201503;Р7916;001567     ;Кератин (Nutrilan Keratin W, Кера-теин В, Кера теин В-ЕХ);Ревада-Нева;TRI-K Industries, Inc;12.11.2015
03405041611006201502;29;001897     ;ПЭГ-400;Ревада-Нева;"ООО ""Завод синтанолов""";21.09.2015
03405028452901201504;6038I14/01;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.09.2015
03405028643001201502;26129;003687     ;ПЭГ-8 дистеарат (DS PEG-8, Неомин 8 ДС, Cithrol 4DS MBAL-SO-(MV));Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.10.2015
03405031432602201510;0234HNPC;003925     ;Кутина МД (CUTINA MD, Париол ГМС, Моностеарат глицерина, RADIASUFR 7143, ГМС Масемул);Ревада-Нева;PT. MUSIM MAS;06.08.2016
03405032080403201501;REL0139I14;002039     ;Минеральное масло (вазелиновое масло Blandol или Меркур, DIVYOL WOP 80, Савонол 20);Ревада-Нева;APAR INDUSTRIES LTD.;01.08.2016
03405032090403201504;20601403;005150     ;"Китинами (KITINAMI) (сукцинил хитозан) (HYDROXAN, Гидроксан); Гидроцел Q(Hydrocell Q)";Ревада-Нева;GfN, GmbH;06.08.2015
03405033221803201505;30528307;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;22.12.2015
03405038230705201502;30539611;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;07.05.2016
03405038280805201506;64345;004546     ;Эмульгин В3 (цетеарет 30, цестопал 30М) в DE LUXE;Ревада-Нева;Industrria Chimica Panzeri S.r.l.;01.03.2017
03405042141706201505;7658297;002652     ;Лаурил сульфат аммония (Sulfetal LA, LAUCOSOL LA, EMPICOL 30/Т,Тенсопол АЛС 25, Степанол АЛС-25);Ревада-Нева;Stepan Europe France;01.04.2018
03405043442906201505;6038A15/02;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.01.2016
03405044080307201505;27046;005874     ;Лаукозол 103 (Texapon SB 3 KC, Сетацин 103, Setacin 103 Spezial NP, сульфосукцинат ANS-30);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.04.2016
03405045011307201502;Е15040022;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;Godrey Industries Ltd.;13.04.2017
03405045171307201505;2415С01/1;003931     ;Синтален W-2000 (Sintholen W-2000) (акрилатный загуститель);Ревада-Нева;3V Sigma;04.03.2017
03405046662707201503;78B851;004117     ;Изододекан;Ревада-Нева;LANXESS Distribution GmbH;15.05.2017
03405047770508201504;8385;022499     ;Персульфат калия (Potassium Persulfate);Ревада-Нева;United Initiators GmbH@Co.KG;01.10.2015
03405048541308201501;64675;001557     ;Лаурет-2 (DEHYDOL, Гифран, Неопал МА 1.8, Синтанол АЛМ-2, Арлипон F, Унитоп Хидол 2);Ревада-Нева;Industria Chimica Panzeri S.r.l.;01.04.2016
03405049121908201503;3355112014/J/AG;007888     ;Ниацинамид;Ревада-Нева;Jubilant Life Sciences Limited;01.10.2019
03405050293108201504;6021G15/01;005872     ;Масло авокадо (Париол 243 АВ/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.07.2016
03405050720309201502;F-1512017-001;003371     ;Воск белый пчелиный (beeswax white);Ревада-Нева;Kahl GmbH & Co.KG;20.03.2018
03405051020809201507;27508;005546     ;Каопан ТВЛ-120 (Полисорбат-20, Лауропан Т/20);Ревада-Нева;Industria Chimica Panzeri S.r.l.;24.06.2016
03405030651802201505;С-267193-609;000451     ;Цетримониум хлорид (Dehyguart, MICROCARE, ТОРКВАТ, СТС 25, СТС 50, Arguad 16-29);Ревада-Нева;THOR;01.09.2016
03405030972002201502;2014090601;001366     ;Д-пантенол (D-panthenol B5, Д-Пантенол 75%);Ревада-Нева;XINFA PHARMACEUTICAL CO., LTD;05.09.2016
