Штрихкод;ID;Артикул;Наименование;Единица;Коэффициент;
;009324     ;PK/11;Основа 0/11 Крем-краска PRINCESS ESSEX, синий (Correct) (40);кг;1;
;009326     ;PK/22;Основа 0/22 Крем-краска PRINCESS ESSEX, зеленый (Correct) (40);кг;1;
;009327     ;PK/33;Основа 0/33 Крем-краска PRINCESS ESSEX, желтый (Correct) (40);кг;1;
;009328     ;PK/44;Основа 0/44 Крем-краска PRINCESS ESSEX, оранжевый (Correct) (40);кг;1;
;009329     ;PK/55;Основа 0/55 Крем-краска PRINCESS ESSEX, красный (Correct) (40);кг;1;
;009330     ;PK/66;Основа 0/66 Крем-краска PRINCESS ESSEX, фиолетовый (Correct) (40);кг;1;
;009331     ;PK/77;Основа 0/77 Крем-краска PRINCESS ESSEX, коричневый (Correct) (40);кг;1;
;009332     ;PR55/65;Основа 55/65 Крем-краска PRINCESS ESSEX, дерзкий фламенко (EXTRA RED) (40);кг;1;
;009333     ;PR66/43;Основа 66/43 Крем-краска PRINCESS ESSEX, динамичная сальса (EXTRA RED) (40);кг;1;
;009334     ;PR66/45;Основа 66/45 Крем-краска PRINCESS ESSEX, стремительный канкан (EXTRA RED) (40);кг;1;
;009335     ;PR66/46;Основа 66/46 Крем-краска PRINCESS ESSEX, зажигательная латина (EXTRA RED) (40);кг;1;
;009336     ;PR66/54;Основа 66/54 Крем-краска PRINCESS ESSEX, испанская коррида (EXTRA RED) (40);кг;1;
;009337     ;PR 66/56;Основа 66/56 Крем-краска PRINCESS ESSEX,яркая самба (EXTRA RED) (40);кг;1;
;009338     ;PR77/43;Основа 77/43 Крем-краска PRINCESS ESSEX, эффектная румба (EXTRA RED) (40);кг;1;
;009339     ;PR77/45;Основа 77/45 Крем-краска PRINCESS ESSEX, чувственная мамба (EXTRA RED) (40);кг;1;
;009340     ;PR77/55;Основа 77/55 Крем-краска PRINCESS ESSEX, страстная кармен (EXTRA RED) (40);кг;1;
;009341     ;PR88/45;Основа 88/45 Крем-краска PRINCESS ESSEX, огненное танго (EXTRA RED) (40);кг;1;
;009342     ;PF1;Основа 1 Крем-краска PRINCESS ESSEX, розовый (Fashion) (40);кг;1;
;009343     ;PF2;Основа 2 Крем-краска PRINCESS ESSEX, лиловый (Fashion) (40);кг;1;
;009344     ;PF3;Основа 3 Крем-краска PRINCESS ESSEX, сиреневый (Fashion) (40);кг;1;
;009345     ;PF4;Основа 4 Крем-краска PRINCESS ESSEX, фиалковый (Fashion) (40);кг;1;
;009346     ;PL/44;Основа 44 Крем-краска PRINCESS ESSEX, медный (Lumen) (40);кг;1;
;009347     ;PL/45;Основа 45 Крем-краска PRINCESS ESSEX, медно-красный (Lumen) (40);кг;1;
;009348     ;PL/55;Основа 55 Крем-краска PRINCESS ESSEX, красный (Lumen) (40);кг;1;
;009349     ;PL/65;Основа 65 Крем-краска PRINCESS ESSEX, фиолетово-красный (Lumen) (40);кг;1;
;009353     ;P/S100;Основа S-OS/100 Крем-краска PRINCESS ESSEX, натуральный (40);кг;1;
;009354     ;P/S101;Основа S-OS/101 Крем-краска PRINCESS ESSEX, пепельный (40);кг;1;
;009355     ;P/S107;Основа S-OS/107 Крем-краска PRINCESS ESSEX, песочный (40);кг;1;
;009356     ;P/S116;Основа S-OS/116 Крем-краска PRINCESS ESSEX, перламутровый (40);кг;1;
;009357     ;P/S117;Основа S-OS/117 Крем-краска PRINCESS ESSEX, скандинавский (40);кг;1;
;009358     ;P/S134;Основа S-OS/134 Крем-краска PRINCESS ESSEX, саванна (40);кг;1;
;009359     ;P/S161;Основа S-OS/161 Крем-краска PRINCESS ESSEX, полярный (40);кг;1;
;009360     ;P/S165;Основа S-OS/165 Крем-краска PRINCESS ESSEX, коралловый (40);кг;1;
;009362     ;Н/З CUS/B12;Основа CUS/B12 Бальзам CUREX увлажнение и питание с UV-ф;кг;1;
;009363     ;Н/З CUS/S14;Основа CUS/S14 Шампунь CUREX увлажнение и питание с UV-ф;кг;1;
;009364     ;Н/З CUS/ST4;Основа CUS/ST4 Спрей CUREX восстановление и защита с UV-ф;кг;1;
;009365     ;Н/З CUS/M3;Основа CUS/М3 Маска CUREX восстановление и защита с UV-ф;кг;1;
;009368     ;Н/З EN/1;"Основа EN/1 черный ""ENIGMA"" ";кг;1;
;009369     ;Н/З EN/2;"Основа EN/2 иссиня-черный ""ENIGMA"" ";кг;1;
;009370     ;Н/З EN/3;"Основа EN/3 графит ""ENIGMA"" ";кг;1;
;009371     ;PE1/0;Основа 1/0 Крем-краска PRINCESS ESSEX, черный классический (40);кг;1;
;009372     ;Н/З EN/4;"Основа EN/4 классически коричневый ""ENIGMA"" ";кг;1;
;009373     ;Н/З EN/5;"Основа EN/5 светло-коричневый ""ENIGMA""";кг;1;
;009374     ;Н/З EN/6;"Основа EN/6 коричнево-медный ""ENIGMA""";кг;1;
;009375     ;Н/З EN/7;"Основа EN/7 фиолетово-черный ""ENIGMA"" ";кг;1;
;009376     ;PE1/11;Основа 1/11 Крем-краска PRINCESS ESSEX, сине-черный/египетская ночь (40);кг;1;
;009377     ;Н/З EN/8;"Основа EN/8 бордо ""ENIGMA"" ";кг;1;
;009378     ;Н/З EN/9;"Основа EN/9 изумрудный ""ENIGMA""";кг;1;
;009379     ;PE10/0;Основа 10/0 Крем-краска PRINCESS ESSEX, светлый блондин/платиновый блондин (40);кг;1;
;009380     ;PE10/1;Основа 10/1 Крем-краска PRINCESS ESSEX, светлый блондин пепельный/ хрусталь (40);кг;1;
;009381     ;PE10/13;Основа 10/13 Крем-краска PRINCESS ESSEX, светлый блондин пепельно-золотистый/солнечный берег (40);кг;1;
;009382     ;PE10/16;Основа 10/16 Крем-краска PRINCESS ESSEX, светлый блондин пепельно-фиолетовый/полярный лед (40);кг;1;
;009383     ;PE10/34;Основа 10/34 Крем-краска PRINCESS ESSEX, светлый блондин золотисто-медный/шампань (40);кг;1;
;009384     ;PE10/65;Основа 10/65 Крем-краска PRINCESS ESSEX, светлый блондин розовый/ жемчуг (40);кг;1;
;009385     ;PE10/66;Основа 10/66 Крем-краска PRINCESS ESSEX, светлый блондин фиолетовый/ орхидея (40);кг;1;
;009386     ;PE10/73;Основа 10/73 Крем-краска PRINCESS ESSEX, светлый блондин бежевый/ мед (40);кг;1;
;009387     ;PE10/76;Основа 10/76 Крем-краска PRINCESS ESSEX, светлый блондин коричнево-фиолетовый/снежный лотос (40);кг;1;
;009388     ;PE10/8;Основа 10/8 Крем-краска PRINCESS ESSEX, светлый блондин жемчужный/жемчужный лед (40);кг;1;
;009390     ;PE3/0;Основа 3/0 Крем-краска PRINCESS ESSEX, темный шатен (40);кг;1;
;009391     ;PE4/0;Основа 4/0 Крем-краска PRINCESS ESSEX, шатен (40);кг;1;
;009392     ;PE4/5;Основа 4/5 Крем-краска PRINCESS ESSEX, вишня (40);кг;1;
;009393     ;PE4/6;Основа 4/6 Крем-краска PRINCESS ESSEX, баклажан (40);кг;1;
;009394     ;PE4/65;Основа 4/65 Крем-краска PRINCESS ESSEX, шатен фиолетово-красный/дикая вишня (40);кг;1;
;009395     ;PE4/7;Основа 4/7 Крем-краска PRINCESS ESSEX, мокко (40);кг;1;
;009396     ;PE4/71;Основа 4/71 Крем-краска PRINCESS ESSEX,  шатен коричнево-пепельный/магический коричневый (40);кг;1;
;009397     ;PE5/0;Основа 5/0 Крем-краска PRINCESS ESSEX, светлый шатен (40);кг;1;
;009398     ;PE5/00;Основа 5/00 Крем-краска PRINCESS ESSEX,  светлый шатен для седины (40);кг;1;
;009399     ;PE5/3;Основа 5/3 Крем-краска PRINCESS ESSEX,  светлый шатен золотистый/кедровый (40);кг;1;
;009400     ;PE5/4;Основа 5/4 Крем-краска PRINCESS ESSEX, каштан (40);кг;1;
;009401     ;PE5/5;Основа 5/5 Крем-краска PRINCESS ESSEX, рубин (40);кг;1;
;009402     ;PE5/56;Основа 5/56 Крем-краска PRINCESS ESSEX, махагон (40);кг;1;
;009403     ;PE5/6;Основа 5/6 Крем-краска PRINCESS ESSEX, божоле (40);кг;1;
;009404     ;PE5/7;Основа 5/7 Крем-краска PRINCESS ESSEX, шоколад (40);кг;1;
;009405     ;PE5/71;Основа 5/71 Крем-краска PRINCESS ESSEX, светлый шатен коричнево-пепельный/ледяной коричневый (40);кг;1;
;009406     ;PE5/75;Основа 5/75 Крем-краска PRINCESS ESSEX, темный палисандр (40);кг;1;
;009407     ;PE5/76;Основа 5/76 Крем-краска PRINCESS ESSEX, светлый шатен коричнево-фиолетовый/горький шоколад (40);кг;1;
;009408     ;PE5/77;Основа 5/77 Крем-краска PRINCESS ESSEX, светлый шатен  коричневый интенсивный/эспрессо (40);кг;1;
;009409     ;PE6/0;Основа 6/0 Крем-краска PRINCESS ESSEX, темно-русый (40);кг;1;
;009410     ;PE6/00;Основа 6/00 Крем-краска PRINCESS ESSEX,  темно-русый для седины (40);кг;1;
;009422     ;OFF №1;Основа № 1 восстановитель COLOR off ;кг;1;
;009423     ;OFF №2;Основа № 2 катализатор COLOR off ;кг;1;
;009424     ;OFF №3;Основа № 3 нейтрализатор СOLOR off  ;кг;1;
;009425     ;PE6/3;Основа 6/3 Крем-краска PRINCESS ESSEX,  темно-русый золотистый/кленовый (40);кг;1;
;009426     ;PE6/4;Основа 6/4 Крем-краска PRINCESS ESSEX, темно-русый медный (40);кг;1;
;009427     ;PE6/43;Основа 6/43 Крем-краска PRINCESS ESSEX, темно-русый медно-золотой/табак (40);кг;1;
;009428     ;PE6/5;Основа 6/5 Крем-краска PRINCESS ESSEX, темно-русый красный (40);кг;1;
;009429     ;PE6/54;Основа 6/54 Крем-краска PRINCESS ESSEX, темно-русый красно-медный/яшма (40);кг;1;
;009430     ;PE6/6;Основа 6/6 Крем-краска PRINCESS ESSEX, темно-русый фиолетовый/бургундский (40);кг;1;
;009431     ;PE6/65;Основа 6/65 Крем-краска PRINCESS ESSEX, темно-русый фиолетово-красный/бордо (40);кг;1;
;009432     ;PE6/71;Основа 6/71 Крем-краска PRINCESS ESSEX, темно-русый коричнево-пепельный/коричневый перламутр (40);кг;1;
;009433     ;PE6/74;Основа 6/74 Крем-краска PRINCESS ESSEX, темно-русый коричнево-медный/корица (40);кг;1;
;009434     ;PE6/75;Основа 6/75 Крем-краска PRINCESS ESSEX,  палисандр (40);кг;1;
;009435     ;PE6/76;Основа 6/76 Крем-краска PRINCESS ESSEX, темно-русый коричнево-фиолетовый/благородная умбра (40);кг;1;
;009436     ;PE6/77;Основа 6/77 Крем-краска PRINCESS ESSEX, темно-русый коричневый интенсивный/мускатный орех (40);кг;1;
;009437     ;PE7/0;Основа 7/0 Крем-краска PRINCESS ESSEX, средне-русый (40);кг;1;
;009438     ;PE7/00;Основа 7/00 Крем-краска PRINCESS ESSEX, средне-русый для седины (40);кг;1;
;009439     ;PE7/1;Основа 7/1 Крем-краска PRINCESS ESSEX, средне-русый пепельный/ графит (40);кг;1;
;009440     ;PE7/3;Основа 7/3 Крем-краска PRINCESS ESSEX, средне-русый золотистый/ ореховый (40);кг;1;
;009441     ;PE7/34;Основа 7/34 Крем-краска PRINCESS ESSEX, средне-русый золотисто-медный/коньяк (40);кг;1;
;009442     ;PE7/4;Основа 7/4 Крем-краска PRINCESS ESSEX, средне-русый медный (40);кг;1;
;009443     ;PE7/5;Основа 7/5 Крем-краска PRINCESS ESSEX, средне-русый красный (40);кг;1;
;009444     ;PE7/54;Основа 7/54 Крем-краска PRINCESS ESSEX, средне-русый красно-медный/гранат (40);кг;1;
;009445     ;PE7/7;Основа 7/7 Крем-краска PRINCESS ESSEX, средне-русый коричневый /кофе с молоком (40);кг;1;
;009446     ;PE7/75;Основа 7/75 Крем-краска PRINCESS ESSEX, светлый палисандр (40);кг;1;
;009447     ;PE7/77;Основа 7/77 Крем-краска PRINCESS ESSEX, средне-русый коричневый интенсивный/капуччино (40);кг;1;
;009448     ;PE8/0;Основа 8/0 Крем-краска PRINCESS ESSEX, светло-русый (40);кг;1;
;009449     ;PE8/00;Основа 8/00 Крем-краска PRINCESS ESSEX, светло-русый для седины (40);кг;1;
;009450     ;PE8/1;Основа 8/1 Крем-краска PRINCESS ESSEX, светло-русый пепельный/ металлик (40);кг;1;
;009451     ;PE8/3;Основа 8/3 Крем-краска PRINCESS ESSEX, светло-русый золотистый/ янтарный (40);кг;1;
;009452     ;PE8/34;Основа 8/34 Крем-краска PRINCESS ESSEX, светло-русый золотисто-медный/бренди (40);кг;1;
;009453     ;PE8/4;Основа 8/4 Крем-краска PRINCESS ESSEX, светло-русый медный интенсивный (40);кг;1;
;009454     ;PE8/45;Основа 8/45 Крем-краска PRINCESS ESSEX, светло-русый медно-красный/авантюрин (40);кг;1;
